yearID,playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,ASG_Result,playerType
1993,gerenbo01,58,145,8,31,6,0,3,6,0,0,13,28,4,0,4,0,4,NO,POS
2010,huffau01,157,569,100,165,35,5,26,86,7,0,83,91,5,9,0,7,17,NO,POS
2003,machaan01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO,POS
1994,strando01,73,226,26,48,12,1,5,26,1,3,15,38,0,3,4,2,6,NO,POS
1995,howarda02,95,255,23,62,13,4,0,19,6,1,24,41,1,1,6,1,7,NO,POS
2017,casteni01,157,614,73,167,36,10,26,101,4,5,41,142,0,5,0,5,12,NO,POS
2010,paganan01,151,579,80,168,31,7,11,69,37,9,44,97,5,1,6,3,9,NO,POS
2010,ramoswi01,22,79,5,22,7,0,1,5,0,0,2,12,0,1,0,0,2,NO,POS
2016,spangco01,14,48,6,11,1,1,1,8,1,0,4,13,0,1,0,0,0,NO,POS
1992,treadje01,61,126,5,28,6,1,0,5,1,2,9,16,4,0,1,0,3,NO,POS
2016,asuajca01,7,24,2,5,2,0,0,2,0,0,1,4,0,0,0,0,0,NO,POS
2013,kubelja01,97,259,21,56,9,1,5,32,0,1,29,92,6,0,0,2,6,NO,POS
1997,nevinph01,93,251,32,59,16,1,9,35,0,1,25,68,1,1,0,1,5,NO,POS
2015,sanchca01,120,389,40,87,23,1,5,31,2,2,19,81,0,5,6,1,9,NO,POS
2014,robincl01,9,9,3,3,0,0,0,2,0,0,1,1,0,0,0,0,0,NO,POS
1988,gonzajo02,37,24,7,2,1,0,0,0,3,0,2,10,0,0,0,0,0,NO,POS
1974,kennejo03,10,15,3,2,0,0,1,1,0,0,1,6,0,0,0,0,2,NO,POS
1999,princto01,4,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,NO,POS
2002,alvarto01,14,26,6,8,2,0,1,2,1,0,3,5,0,0,1,0,0,NO,POS
1979,maddoel01,86,224,21,60,13,0,1,12,3,2,20,27,0,3,1,1,3,NO,POS
1996,perezne01,17,45,4,7,2,0,0,3,2,2,0,8,0,0,1,0,2,NO,POS
2001,lopezlu02,92,222,22,60,8,3,4,18,0,1,14,44,2,5,5,1,6,NO,POS
1984,rabbjo01,54,82,10,16,1,0,3,9,1,1,10,33,0,0,0,0,0,NO,POS
1972,coggifr01,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,POS
1974,godbyda01,13,13,2,2,0,0,0,1,0,0,3,4,1,0,0,1,0,NO,POS
2011,hammoro01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1991,backmwa01,94,185,20,45,12,0,0,15,3,2,30,30,0,0,2,3,2,NO,POS
2018,caveja01,91,283,54,76,17,2,13,45,2,1,18,102,2,3,2,3,2,NO,POS
1972,phillad01,12,7,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,NO,POS
1978,poqueto01,80,204,16,44,9,2,4,30,2,0,14,9,1,0,2,6,6,NO,POS
2006,rousemi01,8,24,2,7,3,0,0,2,1,0,1,4,0,1,0,0,1,NO,POS
2010,greenni01,14,21,2,3,0,0,0,2,0,0,1,5,0,1,0,0,0,NO,POS
1989,larkige01,136,446,61,119,25,1,6,46,5,2,54,57,6,9,5,6,13,NO,POS
1992,ripkebi01,111,330,35,76,15,0,4,36,2,3,18,26,1,3,10,2,10,NO,POS
1998,turnech01,4,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,NO,POS
2014,reverbe01,151,601,71,184,13,7,2,28,49,8,13,49,1,4,7,1,11,NO,POS
1997,mearepa01,134,439,63,121,23,3,10,60,7,7,18,86,0,16,3,7,9,NO,POS
2012,morgany01,122,289,44,69,5,3,3,16,12,5,20,63,0,6,7,0,4,NO,POS
2002,hudsoor01,54,192,20,53,10,5,4,23,0,1,11,27,0,2,0,2,6,NO,POS
2009,monrocr01,34,79,8,17,2,0,3,16,0,0,7,21,1,1,0,0,4,NO,POS
2012,herreel01,67,187,26,47,10,1,1,17,4,2,23,50,0,2,2,0,5,NO,POS
1997,perezed02,73,191,20,41,5,0,6,18,0,1,10,35,0,2,1,2,8,NO,POS
1972,driscji01,15,18,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,NO,POS
1976,roberbo01,61,129,10,28,5,1,2,25,0,1,16,23,0,0,0,2,1,NO,POS
1994,sheafda01,44,110,11,24,4,0,1,12,0,2,10,11,0,0,0,0,2,NO,POS
1998,fasansa01,74,216,21,49,10,0,8,31,1,0,10,56,1,16,3,2,4,NO,POS
1994,leonama01,14,11,2,4,1,1,0,2,0,0,3,2,0,0,0,0,0,NO,POS
1979,mendoma01,148,373,26,74,10,3,1,29,3,0,9,62,0,1,13,5,12,NO,POS
1998,perezed01,84,172,20,41,4,0,4,30,0,1,21,45,2,2,1,2,2,NO,POS
1974,sperrro01,42,107,9,22,3,0,1,5,1,2,9,28,1,0,1,0,0,NO,POS
2013,biancje01,100,236,22,56,8,1,1,25,4,4,11,46,0,1,2,2,4,NO,POS
2008,hernaan01,28,81,11,27,4,0,0,17,0,0,10,8,0,0,0,0,1,NO,POS
1989,nietoto01,11,20,1,3,0,0,0,0,0,0,6,7,0,1,0,0,0,NO,POS
2018,rosalad01,13,19,4,4,1,0,1,2,0,0,1,5,0,0,1,0,0,NO,POS
1999,bogarti01,106,309,44,74,16,2,4,31,3,5,38,52,5,4,0,3,10,NO,POS
2000,joneste02,108,168,30,42,8,2,0,13,7,2,10,32,1,0,3,0,3,NO,POS
2001,bigbila01,47,131,15,30,6,0,2,11,4,1,17,42,1,0,1,0,2,NO,POS
1980,moraan01,9,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1997,greensh01,135,429,57,123,22,4,16,53,14,3,36,99,4,1,1,4,4,NO,POS
1997,kingje01,155,543,84,129,30,1,28,112,16,5,89,96,4,2,1,12,9,NO,POS
2018,muncyma01,137,395,75,104,17,2,35,79,3,0,79,131,6,5,0,2,4,NO,POS
2006,hannaja01,3,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NO,POS
1972,brookbo01,15,39,4,7,0,0,0,5,0,1,8,8,1,0,0,0,2,NO,POS
2007,belloed01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,POS
2000,casimca01,2,8,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,NO,POS
2011,marrech01,31,109,6,27,5,0,0,10,0,0,4,27,0,1,0,3,1,NO,POS
1990,rhodeka01,38,86,12,21,6,1,1,3,4,1,13,12,3,0,1,1,1,NO,POS
2018,turnetr01,162,664,103,180,27,6,19,73,43,9,69,132,3,5,2,0,7,NO,POS
1996,guerrvl01,9,27,2,5,0,0,1,1,0,0,0,3,0,0,0,0,1,NO,POS
2018,chiselo01,29,84,11,27,6,1,1,9,1,0,8,12,1,2,1,0,2,NO,POS
1983,gutieja01,5,10,2,3,0,0,0,0,0,1,1,1,0,0,0,0,1,NO,POS
1996,howarth01,121,360,50,98,19,10,6,42,6,5,17,51,3,3,2,4,5,NO,POS
2013,beckhgo01,103,371,46,99,22,1,5,24,5,1,28,56,2,4,1,4,10,NO,POS
2015,reedmi02,7,6,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,NO,POS
2016,merriwh01,81,311,44,88,22,3,2,29,8,3,19,72,1,0,1,1,1,NO,POS
2008,woodja02,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NO,POS
2013,boescbr01,23,51,6,14,2,1,3,8,0,0,2,9,0,0,0,0,2,NO,POS
2003,perezto03,125,298,39,79,18,1,5,33,0,1,23,54,11,0,4,2,7,NO,POS
1994,fryeje01,57,205,37,67,20,3,0,18,6,1,29,23,0,1,5,3,1,NO,POS
2013,peterbr02,23,26,0,2,0,0,0,2,0,0,2,11,0,0,0,0,0,NO,POS
1999,roskojo01,13,12,0,2,2,0,0,1,0,0,1,7,0,0,0,0,0,NO,POS
1995,wardtu01,44,129,19,34,3,1,4,16,6,1,14,21,1,1,1,1,2,NO,POS
2011,lemahdj01,37,60,3,15,2,0,0,4,0,0,1,12,0,0,1,0,2,NO,POS
1987,trevial01,72,144,16,32,7,1,3,16,1,0,6,28,2,4,1,1,7,NO,POS
2007,chaveer01,90,341,43,82,21,2,15,46,4,2,34,76,2,0,0,4,9,NO,POS
1997,macfami01,82,257,34,61,14,2,8,35,0,2,24,47,3,6,3,1,4,NO,POS
2009,schafjo02,50,167,18,34,8,0,2,8,2,1,27,63,3,0,0,1,2,NO,POS
2009,cashke01,10,26,1,6,2,0,0,3,0,0,0,5,0,1,0,1,1,NO,POS
2007,costash01,55,103,13,23,6,1,0,12,0,1,5,23,0,0,0,1,2,NO,POS
1970,mcfadle01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1999,perezed02,104,309,30,77,17,0,7,30,0,1,17,40,4,6,4,3,9,NO,POS
1976,retteme01,86,140,16,32,7,0,2,11,4,1,29,23,0,0,3,0,3,NO,POS
1991,castica01,9,12,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,NO,POS
1973,briggjo02,142,488,78,120,20,7,18,57,15,9,87,83,6,2,1,2,6,NO,POS
1999,dawkitr01,7,7,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,NO,POS
1994,gibsoki01,98,330,71,91,17,2,23,72,4,5,42,69,3,3,2,5,2,NO,POS
2002,hensodr01,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1973,laboyco01,22,33,2,4,1,0,1,2,0,0,5,8,1,0,1,0,0,NO,POS
1997,leede02,22,54,9,14,3,0,1,4,0,0,9,24,0,0,0,0,1,NO,POS
2014,hayesbr01,27,52,3,7,1,0,1,2,0,0,1,12,0,0,0,0,1,NO,POS
1996,clarkph02,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NO,POS
1997,hamilda02,125,460,78,124,23,3,5,43,15,10,61,61,1,0,6,2,6,NO,POS
1993,perezed01,52,180,16,45,6,2,4,30,5,4,9,39,0,2,0,1,4,NO,POS
1985,bostoda01,95,232,20,53,13,1,3,15,8,6,14,44,1,0,1,1,3,NO,POS
2008,taverwi01,133,479,64,120,15,2,1,26,68,7,36,79,0,5,15,3,4,NO,POS
1998,willige02,129,266,46,81,19,2,10,44,11,5,17,48,1,3,2,1,5,NO,POS
2001,burrepa01,155,539,70,139,29,2,27,89,2,1,70,162,7,5,0,4,12,NO,POS
2017,dysonja01,111,346,56,87,13,3,5,30,28,7,28,55,2,10,4,2,3,NO,POS
2007,jacksco01,130,415,56,118,29,1,15,60,2,2,53,50,2,4,2,3,8,NO,POS
1984,moronje01,7,19,1,3,1,0,0,3,0,0,3,5,0,0,1,0,0,NO,POS
2002,scutama01,27,36,2,8,0,1,1,6,0,1,0,11,0,0,1,1,1,NO,POS
1998,cummimi01,67,120,20,34,8,0,5,15,3,3,17,19,0,2,1,0,2,NO,POS
2005,relafde01,73,210,24,47,13,2,1,16,3,3,22,42,2,4,1,1,1,NO,POS
1974,braunst01,129,453,53,127,12,1,8,40,4,4,56,51,4,2,4,1,6,NO,POS
1999,brownem01,6,14,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,NO,POS
2011,evansni01,59,176,26,45,10,2,4,25,0,1,15,48,0,1,0,2,6,NO,POS
2015,galero01,11,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NO,POS
2009,mccoymi01,12,5,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,NO,POS
2011,mooreje02,8,8,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
2017,odorro01,162,607,79,124,21,3,30,75,15,6,32,162,5,8,0,4,13,NO,POS
2017,stewach01,51,131,8,24,1,2,0,4,0,0,9,22,1,1,3,0,3,NO,POS
1986,brewemi01,12,18,0,3,1,0,0,0,0,1,2,6,0,0,0,0,0,NO,POS
2007,rivermi02,11,13,2,3,0,0,2,3,0,0,1,3,0,0,1,0,0,NO,POS
2008,vanevjo01,11,17,0,4,0,1,0,5,0,0,1,6,0,0,0,0,0,NO,POS
2016,baezja01,142,421,50,115,19,1,14,59,12,3,15,108,3,11,1,2,8,NO,POS
1996,singldu01,18,56,5,9,1,0,0,3,0,2,4,15,0,1,0,0,2,NO,POS
1986,bellja01,5,14,3,5,2,0,1,4,0,0,2,3,0,0,0,0,0,NO,POS
1987,princto01,4,9,1,2,1,0,1,2,0,0,0,2,0,0,0,0,0,NO,POS
2012,clevest01,69,199,16,40,12,0,1,16,0,1,16,39,0,0,0,0,10,NO,POS
1999,merlolo01,43,126,18,32,7,0,1,13,0,0,8,16,0,2,3,1,6,NO,POS
1995,cacered01,55,117,13,28,6,2,1,17,2,2,8,15,0,1,3,1,3,NO,POS
2009,castiwi01,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,POS
1981,jonesbo02,10,34,4,9,1,0,3,7,0,1,1,7,0,0,0,0,0,NO,POS
2014,quirogu01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
1978,willsbu01,157,539,78,135,17,4,9,57,52,14,63,91,3,4,9,4,11,NO,POS
1973,belanma01,154,470,60,106,15,1,0,27,13,6,49,54,1,5,15,5,9,NO,POS
1998,wilsocr02,13,47,14,22,5,0,3,10,1,0,3,6,0,0,2,1,0,NO,POS
2014,gosean01,94,239,31,54,8,1,2,13,15,5,25,74,0,5,4,1,9,NO,POS
2004,beltrad01,156,598,104,200,32,0,48,121,7,2,53,87,9,2,0,4,15,NO,POS
1985,dernibo01,121,469,63,119,20,3,1,21,31,8,40,44,1,3,7,2,7,NO,POS
2012,anderbr05,10,12,2,3,1,0,0,0,1,0,1,6,0,1,0,0,0,NO,POS
1997,flahejo01,129,439,38,120,21,1,9,46,4,4,33,62,7,0,2,2,11,NO,POS
1983,johnsbo04,72,175,18,37,6,1,5,16,3,0,16,55,0,1,0,1,7,NO,POS
2018,knappan01,84,187,19,37,6,2,4,15,1,0,24,75,1,2,1,1,2,NO,POS
2017,nidoto01,5,10,0,3,1,0,0,3,0,0,0,2,0,0,0,0,0,NO,POS
1996,stockke01,119,394,46,100,22,6,5,41,6,4,43,89,9,8,3,4,6,NO,POS
1998,eisenji01,105,191,21,41,3,2,1,13,6,0,16,36,2,0,1,0,3,NO,POS
1988,meadolo01,35,42,5,8,0,1,2,3,4,2,6,8,0,0,0,0,1,NO,POS
2001,youngdm01,142,540,68,163,28,3,21,69,8,5,37,77,10,5,1,3,22,NO,POS
1998,philljr01,36,58,4,11,0,0,2,9,0,0,7,22,1,0,0,0,1,NO,POS
1977,scottto01,95,292,38,85,16,3,3,41,13,10,33,48,4,3,2,1,5,NO,POS
2018,smithma05,141,480,65,142,27,10,2,40,40,12,47,98,0,8,7,2,11,NO,POS
2007,bowenro01,61,156,21,36,10,0,4,18,1,2,27,61,3,1,2,2,2,NO,POS
2013,abreuto01,53,138,21,37,12,3,2,14,0,2,6,33,1,1,1,1,5,NO,POS
1993,uribejo01,45,53,4,13,1,0,0,3,1,0,8,5,4,1,4,0,1,NO,POS
2012,kratzer01,50,141,14,35,9,0,9,26,0,0,11,34,2,2,0,3,2,NO,POS
1990,treadje01,128,474,56,134,20,2,11,59,3,4,25,42,1,3,5,4,10,NO,POS
1986,amelued01,8,11,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,NO,POS
1996,lemkema01,135,498,64,127,17,0,5,37,5,2,53,48,1,0,5,6,9,NO,POS
1981,whitmda01,7,9,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,NO,POS
1988,dorsebr01,7,11,0,1,0,0,0,2,0,0,1,5,0,0,0,0,0,NO,POS
1982,garcida01,147,597,89,185,32,3,5,42,54,20,21,44,1,5,5,1,7,NO,POS
2008,holmst01,49,84,10,22,9,0,1,6,0,1,10,16,1,3,0,1,3,NO,POS
2013,ciriape01,56,125,9,28,4,2,2,8,9,1,9,23,2,1,1,1,2,NO,POS
1970,raderdo02,156,576,90,145,25,3,25,87,3,2,57,102,7,4,4,3,23,NO,POS
1984,tettlmi01,33,76,10,20,2,1,1,5,0,0,11,21,0,0,0,1,3,NO,POS
1986,thompro01,149,549,73,149,27,3,7,47,12,15,42,112,0,5,18,1,11,NO,POS
1997,coomero01,140,523,63,156,30,2,13,85,4,3,22,91,5,0,0,5,11,NO,POS
1982,hobsobu01,30,58,2,10,2,0,0,3,0,0,1,14,0,0,0,1,2,NO,POS
1980,simpsjo01,129,365,42,91,15,3,3,34,17,4,28,43,3,1,12,3,6,NO,POS
1973,tayloto02,84,275,35,63,9,3,5,24,9,5,17,29,0,1,8,1,8,NO,POS
1998,robinke02,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
2011,rodrilu01,44,117,10,23,10,0,2,14,1,2,16,21,0,2,2,2,0,NO,POS
2005,wiggity01,57,155,20,40,9,1,7,25,0,1,14,30,0,1,1,0,3,NO,POS
1990,velarra01,95,229,21,48,6,2,5,19,0,3,20,53,0,1,2,1,6,NO,POS
2007,choosh01,6,17,5,5,0,0,0,5,0,1,2,5,1,0,0,1,0,NO,POS
1978,diazbo01,44,127,12,30,4,0,2,11,0,0,4,17,0,0,2,0,2,NO,POS
1974,hendeke01,162,602,76,176,35,5,20,95,12,7,66,112,9,2,2,8,16,NO,POS
2009,bakerje03,81,226,27,65,15,2,4,24,1,0,18,53,0,2,0,2,8,NO,POS
2002,difelmi01,70,174,17,40,11,0,4,19,0,0,17,42,3,1,2,3,4,NO,POS
2008,sweenma01,98,92,2,12,3,0,0,5,0,0,15,28,0,0,0,1,0,NO,POS
1991,vaughmo01,74,219,21,57,12,0,4,32,2,1,26,43,2,2,0,4,7,NO,POS
1976,footeba01,105,350,32,82,12,2,7,27,2,1,17,32,3,1,0,0,8,NO,POS
2012,hinsker01,91,132,9,26,7,1,2,13,0,0,14,41,2,0,0,1,5,NO,POS
2004,gerutjo01,134,481,72,121,31,5,11,51,13,6,54,59,4,7,3,3,9,NO,POS
1993,goffje01,14,37,5,11,2,0,2,6,0,0,8,9,1,0,1,0,0,NO,POS
1993,palmede01,148,519,88,127,31,2,33,96,11,10,53,154,4,8,0,5,5,NO,POS
2009,vazqura01,101,204,17,47,7,0,1,16,1,0,31,47,4,2,0,2,2,NO,POS
1985,gamblos01,70,148,20,30,5,0,4,20,0,0,34,22,3,1,0,1,1,NO,POS
2018,castiwe01,49,170,17,44,7,0,6,15,1,0,9,46,0,2,0,0,7,NO,POS
1977,delgapu01,13,22,4,4,0,0,0,2,0,0,1,8,0,0,0,0,0,NO,POS
2002,gutieri01,94,353,38,97,13,0,4,38,0,1,20,48,0,7,3,1,14,NO,POS
1997,tinslle01,49,122,12,24,6,2,0,6,2,0,11,34,0,0,0,0,4,NO,POS
2005,gipsoch01,19,11,2,2,1,0,0,1,1,1,1,3,0,0,2,0,0,NO,POS
2018,hoskirh01,153,558,89,137,38,0,34,96,5,3,87,150,2,9,0,5,7,NO,POS
2013,saundmi01,132,406,59,96,23,3,12,46,13,5,54,118,4,1,1,6,6,NO,POS
1989,castiju01,3,4,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,NO,POS
1980,lacocpe01,114,156,14,32,6,0,1,18,1,0,17,10,1,1,0,2,7,NO,POS
2014,parmech01,87,250,27,64,11,0,7,28,0,3,17,64,0,2,0,1,7,NO,POS
2015,duffyma02,8,8,0,3,1,0,0,3,0,0,1,2,0,0,0,0,0,NO,POS
2000,meyerch02,36,52,8,9,2,0,0,5,1,0,3,11,0,1,0,1,0,NO,POS
1988,slaugdo01,97,322,33,91,25,1,9,43,1,0,24,54,3,3,5,4,10,NO,POS
1984,bilarda01,68,182,16,38,7,0,2,10,0,1,19,34,3,1,4,0,6,NO,POS
1986,breamsi01,154,522,73,140,37,5,16,77,13,7,60,73,5,1,1,7,14,NO,POS
1989,olivejo01,49,151,13,41,8,0,3,23,0,0,6,28,1,1,1,2,3,NO,POS
1975,muserto01,123,193,22,53,6,0,0,17,2,1,15,17,1,0,2,2,9,NO,POS
1989,russejo02,74,159,14,29,2,0,2,9,0,0,8,53,1,1,0,1,4,NO,POS
1980,edlerda01,28,89,11,20,1,0,3,9,2,3,8,16,1,0,2,0,3,NO,POS
2012,peterbr01,84,241,29,47,9,3,0,17,8,2,25,58,0,1,5,1,3,NO,POS
2011,quintom01,11,22,3,1,0,1,0,2,0,0,0,9,0,0,1,0,0,NO,POS
2008,miranju01,5,10,2,4,1,0,0,1,0,0,2,4,0,1,0,1,0,NO,POS
1996,nixontr01,2,4,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,NO,POS
1977,sembemi01,3,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1983,roofge01,14,15,3,2,2,0,0,1,0,0,1,3,0,0,0,0,0,NO,POS
1993,servasc01,85,258,24,63,11,0,11,32,0,0,22,45,2,5,3,3,6,NO,POS
1988,stoneje01,26,61,4,10,1,0,0,1,4,1,4,11,0,0,1,0,3,NO,POS
2010,cedenro02,139,468,42,120,29,3,8,38,12,3,23,106,4,2,7,2,10,NO,POS
1980,correvi01,10,19,1,8,1,0,0,3,0,0,0,2,0,0,0,0,0,NO,POS
1977,robincr01,27,29,4,6,1,0,0,1,0,0,1,6,0,0,0,0,0,NO,POS
1988,thomaan01,153,606,54,153,22,2,13,68,7,3,14,95,6,1,0,6,17,NO,POS
2007,willire03,136,430,74,126,20,1,0,34,27,8,69,83,2,3,11,5,7,NO,POS
1999,jimenda01,7,20,3,8,2,0,0,4,0,0,3,4,0,0,0,0,0,NO,POS
1996,sweenma01,98,170,32,45,9,0,3,22,3,0,33,29,2,1,5,0,4,NO,POS
1979,beallbo01,17,15,1,2,2,0,0,1,0,0,3,4,0,0,0,1,0,NO,POS
2010,denorch01,99,284,41,77,15,2,9,36,8,4,27,51,3,2,1,3,5,NO,POS
1996,hulseda01,81,117,18,26,3,0,0,6,4,1,8,16,0,0,2,0,2,NO,POS
2000,barkeke01,40,100,14,22,5,0,2,9,1,0,20,21,0,1,0,1,1,NO,POS
2008,clarkbr02,7,8,0,2,0,0,0,1,1,0,1,2,0,1,1,0,1,NO,POS
1976,crowlte01,40,67,5,15,1,0,0,6,0,0,7,11,1,1,0,1,2,NO,POS
2018,grichra01,124,424,60,104,32,1,25,61,3,2,27,122,0,8,0,3,5,NO,POS
2009,ruizca01,107,322,32,82,26,1,9,43,3,2,47,39,8,4,4,2,8,NO,POS
2011,santoom01,11,22,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,NO,POS
2011,valdewi01,99,273,39,68,14,4,1,30,3,3,18,41,3,0,7,2,13,NO,POS
1996,youngdm01,16,29,3,7,0,0,0,2,0,1,4,5,0,1,0,0,1,NO,POS
1983,barnesk01,15,34,5,7,0,0,1,4,2,2,7,3,0,2,0,0,0,NO,POS
1993,espinal01,129,263,34,73,15,0,4,27,2,2,8,36,0,1,8,3,7,NO,POS
2015,espinda01,118,367,59,88,21,1,13,37,5,2,33,106,5,6,3,3,6,NO,POS
1990,dwyerji01,37,63,7,12,0,0,1,5,0,0,12,7,1,0,0,0,2,NO,POS
2011,iglesjo01,10,6,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1989,lemkema01,14,55,4,10,2,1,2,10,0,1,5,7,0,0,0,0,1,NO,POS
2013,maybica01,14,51,7,8,1,0,1,5,4,1,4,9,1,1,1,0,3,NO,POS
2003,baldero01,156,637,89,184,32,8,11,78,27,10,30,128,4,8,3,6,10,NO,POS
1990,devermi01,108,367,48,88,18,1,12,49,13,12,28,48,0,0,4,4,10,NO,POS
2003,colbrgr01,22,58,7,16,1,1,3,7,0,1,4,16,0,0,0,0,3,NO,POS
2006,harriwi01,47,45,17,7,2,0,0,1,6,3,4,11,0,2,0,1,0,NO,POS
2000,knorrra01,15,34,5,10,2,0,2,2,0,0,0,3,0,0,3,0,0,NO,POS
1989,pedrial01,31,69,1,14,3,0,0,5,0,0,2,15,0,0,0,0,5,NO,POS
1992,strando01,52,94,7,15,1,0,1,5,1,0,10,15,2,0,2,0,2,NO,POS
1970,allenbe01,104,261,31,61,7,1,8,29,0,2,43,21,4,0,1,0,4,NO,POS
2002,contija01,78,222,26,57,15,2,3,21,4,2,18,55,1,1,4,0,5,NO,POS
2015,oltmi01,30,94,7,18,0,0,4,5,0,1,7,35,0,1,0,0,2,NO,POS
1993,neeltr01,123,427,59,124,21,0,19,63,3,5,49,101,5,4,0,2,7,NO,POS
1974,robinbi02,100,280,32,66,14,1,5,29,5,3,17,61,4,1,4,2,13,NO,POS
1988,valleda01,93,290,29,67,15,2,10,50,0,1,18,38,0,9,3,2,13,NO,POS
1981,footeba01,49,147,12,26,4,0,6,11,0,0,11,28,0,0,4,1,8,NO,POS
2013,parrian01,14,34,2,4,2,0,0,1,0,0,2,12,0,0,0,0,1,NO,POS
1989,robidbi01,16,39,2,5,2,0,0,1,0,0,4,9,0,0,0,0,0,NO,POS
2013,snidetr01,111,261,28,56,12,2,5,25,2,3,24,75,3,0,0,0,1,NO,POS
2011,alfonel01,25,75,2,20,1,0,1,9,0,0,3,13,0,1,0,0,1,NO,POS
1973,brownla01,17,28,4,7,0,0,1,5,0,0,5,4,0,0,1,1,1,NO,POS
2011,pachejo01,21,84,5,24,1,0,2,14,0,0,3,9,0,1,0,0,2,NO,POS
2015,parkeja03,21,49,11,17,2,0,6,14,1,1,5,21,0,0,0,0,1,NO,POS
1970,minchdo01,140,463,62,114,18,0,27,74,5,4,56,71,11,3,4,7,9,NO,POS
1995,perezro01,17,48,2,9,2,0,1,3,0,0,0,5,0,0,0,0,1,NO,POS
2016,darnatr01,75,251,27,62,7,0,4,15,0,0,19,50,1,3,2,1,7,NO,POS
2003,kearnau01,82,292,39,77,11,0,15,58,5,2,41,68,1,5,0,0,7,NO,POS
2002,ramirar01,142,522,51,122,26,0,18,71,2,0,29,95,3,8,0,11,17,NO,POS
2016,vanslsc01,52,102,10,23,6,0,1,7,1,2,5,24,1,5,0,1,3,NO,POS
1996,clarkto02,100,376,56,94,14,0,27,72,0,1,29,127,1,0,0,6,7,NO,POS
2002,cotahu01,7,17,2,5,1,0,0,0,0,0,1,4,1,0,0,0,0,NO,POS
2000,chaveer01,153,501,89,139,23,4,26,86,2,2,62,94,8,1,0,5,9,NO,POS
1974,fanzoca01,65,158,13,30,6,0,4,22,0,1,15,27,1,2,2,3,2,NO,POS
1990,macfami01,124,400,37,102,24,4,6,58,1,0,25,69,2,7,1,6,9,NO,POS
1985,oberrmi01,20,21,2,4,0,0,0,0,1,0,4,3,0,0,1,0,0,NO,POS
1990,johnsla03,151,541,76,154,18,9,1,51,36,22,33,45,2,1,8,4,12,NO,POS
2011,robinsh01,9,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,NO,POS
1995,shumpte01,21,47,6,11,3,0,0,3,3,1,4,13,0,0,0,0,0,NO,POS
1978,milnejo01,108,295,39,80,17,0,6,38,5,0,34,25,6,0,0,4,6,NO,POS
2005,brunter01,91,109,19,24,5,2,4,14,7,2,10,25,0,1,1,0,4,NO,POS
2001,maxweja01,39,68,4,13,4,0,1,10,2,0,9,23,2,0,1,0,1,NO,POS
1999,mayde01,26,49,5,13,0,0,4,12,0,0,4,6,0,0,0,1,2,NO,POS
1990,leema02,117,391,45,95,12,4,6,41,3,1,26,90,0,0,1,3,9,NO,POS
1995,maldoca01,74,190,28,50,16,0,9,30,1,2,32,50,0,2,0,3,6,NO,POS
2004,menchke01,125,438,69,122,30,3,26,71,0,0,33,63,2,6,0,4,6,NO,POS
1975,reynocr01,31,76,8,17,3,0,0,4,0,1,3,5,1,0,0,0,1,NO,POS
